temp,hum,soil,lux,fan,light,pump
18.52,87.75,90.52,0.0,0,1,0
37.65,43.7,32.61,4634.34,1,0,1
34.48,72.83,42.67,1862.45,1,0,1
20.92,89.33,79.39,82.77,0,1,0
27.4,60.72,46.6,1.63,0,1,1
21.82,80.82,61.08,37.41,0,1,0
26.43,67.98,37.71,0.0,0,1,1
23.38,78.35,59.62,0.0,0,1,0
23.35,80.31,58.73,0.0,0,1,0
30.54,60.3,55.13,2642.09,1,0,0
19.25,91.04,84.5,0.0,0,1,0
22.21,75.03,60.15,218.96,0,0,0
25.22,81.05,46.17,0.0,0,1,1
36.21,61.97,38.75,2482.33,1,0,1
30.33,60.41,42.36,99.13,1,1,1
23.39,75.39,63.0,210.54,0,0,0
30.74,62.14,44.7,0.0,1,1,1
30.2,66.43,36.85,1513.26,1,0,1
18.96,86.91,89.53,174.81,0,1,0
35.48,58.73,35.51,3643.61,1,0,1
27.56,71.19,48.56,808.67,0,0,1
24.35,75.84,58.96,0.0,0,1,0
32.29,55.19,44.42,3402.77,1,0,1
24.59,94.5,50.33,0.0,0,1,0
37.15,58.53,36.43,2249.97,1,0,1
21.33,77.01,55.95,0.0,0,1,0
28.82,63.88,49.42,68.38,0,1,1
20.73,95.4,87.57,103.34,0,1,0
26.72,68.39,72.35,574.68,0,0,0
26.77,61.82,48.61,61.03,0,1,1
35.88,44.29,25.06,4661.8,1,0,1
25.86,91.58,83.64,85.85,0,1,0
24.97,68.9,61.78,0.0,0,1,0
26.95,81.99,56.14,0.0,0,1,0
33.24,58.22,36.32,1510.22,1,0,1
28.26,66.94,42.17,0.0,0,1,1
27.69,70.14,44.02,119.3,0,1,1
22.14,76.5,64.36,112.83,0,1,0
20.81,90.27,88.07,0.0,0,1,0
26.48,78.03,42.18,791.44,0,0,1
20.89,83.64,96.37,0.0,0,1,0
25.4,81.2,49.96,173.73,0,1,1
29.35,66.57,47.72,0.0,0,1,1
27.98,61.84,48.98,32.13,0,1,1
30.45,70.15,45.85,1388.18,1,0,1
34.4,52.43,38.3,1789.23,1,0,1
18.49,84.43,82.76,0.0,0,1,0
22.88,77.92,53.96,0.0,0,1,0
23.91,75.49,65.54,0.0,0,1,0
25.41,64.85,53.04,541.94,0,0,0
22.16,80.22,56.51,157.05,0,1,0
21.6,90.81,55.89,25.9,0,1,0
28.77,69.72,49.25,0.0,0,1,1
20.6,85.76,88.88,92.62,0,1,0
20.67,91.31,79.54,0.0,0,1,0
23.83,85.04,50.88,63.21,0,1,0
24.16,82.58,50.47,0.0,0,1,0
23.83,67.89,55.29,0.0,0,1,0
26.43,70.24,50.4,24.79,0,1,0
22.14,76.35,61.75,0.0,0,1,0
31.26,71.14,38.51,1043.83,1,0,1
27.96,67.01,43.89,173.03,0,1,1
26.45,83.8,63.82,12.65,0,1,0
21.21,88.75,85.91,105.15,0,1,0
22.55,71.01,68.93,30.43,0,1,0
21.12,74.01,58.86,99.4,0,1,0
33.16,59.83,36.06,2840.48,1,0,1
30.02,66.4,36.18,878.13,1,0,1
31.59,61.94,51.65,974.19,1,0,0
20.68,81.38,60.71,28.85,0,1,0
39.11,44.35,29.25,4821.74,1,0,1
25.64,73.19,58.14,70.16,0,1,0
34.42,59.45,43.97,1999.19,1,0,1
38.48,51.1,28.89,4359.06,1,0,1
38.11,62.1,40.6,2398.83,1,0,1
27.91,65.53,44.96,12.99,0,1,1
21.62,74.56,50.7,0.0,0,1,0
35.12,63.79,31.08,2516.96,1,0,1
29.51,71.88,71.54,800.05,0,0,0
28.08,70.05,47.27,49.82,0,1,1
25.04,82.04,56.83,32.43,0,1,0
27.06,64.18,34.75,0.0,0,1,1
36.41,50.81,29.02,3091.7,1,0,1
26.49,80.53,52.65,0.0,0,1,0
27.9,71.35,32.21,59.66,0,1,1
26.16,71.02,44.22,188.99,0,1,1
41.81,51.75,18.36,4920.39,1,0,1
28.79,81.36,79.83,372.45,0,0,0
23.7,78.18,49.11,4.67,0,1,1
35.35,67.52,27.8,2284.52,1,0,1
37.38,56.14,27.35,3351.87,1,0,1
22.28,87.03,89.75,0.0,0,1,0
33.11,69.48,47.54,1783.38,1,0,1
32.13,54.36,40.4,1984.56,1,0,1
22.97,75.94,64.33,0.0,0,1,0
23.4,79.95,56.43,15.99,0,1,0
28.68,77.33,61.97,710.02,0,0,0
20.7,89.37,80.49,0.0,0,1,0
25.35,77.03,53.95,0.0,0,1,0
23.7,79.91,53.76,0.0,0,1,0
22.17,78.76,54.25,0.0,0,1,0
38.3,43.5,26.24,5000.0,1,0,1
26.31,60.22,62.79,561.95,0,0,0
21.41,76.91,54.4,0.0,0,1,0
23.21,76.69,51.98,0.0,0,1,0
22.0,92.68,82.14,0.0,0,1,0
29.42,59.97,36.62,0.0,0,1,1
32.62,66.37,38.56,1487.21,1,0,1
24.74,74.2,56.2,0.0,0,1,0
42.66,49.03,31.59,4868.42,1,0,1
34.15,53.41,40.13,3149.28,1,0,1
33.85,63.23,39.11,1947.23,1,0,1
20.55,88.81,83.23,16.46,0,1,0
27.71,53.73,43.79,87.14,0,1,1
25.35,74.66,60.77,0.0,0,1,0
29.93,58.03,42.12,250.19,0,0,1
37.8,46.18,33.38,3844.08,1,0,1
29.18,82.4,65.25,522.49,0,0,0
21.56,85.36,86.73,0.0,0,1,0
23.44,79.92,67.36,83.74,0,1,0
38.82,47.55,25.91,4948.36,1,0,1
27.9,78.49,65.99,271.26,0,0,0
33.64,62.38,52.94,3089.5,1,0,0
31.26,68.62,34.79,1907.15,1,0,1
25.22,71.2,53.13,587.37,0,0,0
27.59,61.82,47.18,1144.49,0,0,1
37.72,45.48,21.63,5000.0,1,0,1
22.16,69.88,59.5,0.0,0,1,0
28.46,68.74,42.89,0.0,0,1,1
26.91,67.64,39.14,0.0,0,1,1
33.42,58.16,34.57,2898.33,1,0,1
29.03,60.27,54.94,1631.12,0,0,0
38.64,45.81,35.65,4528.21,1,0,1
25.56,71.86,40.12,0.0,0,1,1
34.36,56.19,48.09,3439.25,1,0,1
33.6,59.97,29.7,2480.79,1,0,1
32.59,51.76,40.15,2313.26,1,0,1
26.52,75.4,57.09,0.0,0,1,0
35.31,52.01,28.4,4121.57,1,0,1
20.63,82.59,54.28,196.08,0,1,0
22.25,77.08,55.91,0.0,0,1,0
31.57,60.57,50.57,2565.25,1,0,0
25.35,63.95,41.49,265.46,0,0,1
30.56,73.83,46.13,1746.94,1,0,1
37.76,44.56,28.74,5000.0,1,0,1
31.38,68.41,40.53,1868.74,1,0,1
23.3,73.17,59.55,14.25,0,1,0
28.54,62.81,37.8,521.37,0,0,1
32.1,60.35,31.2,1718.87,1,0,1
36.77,54.1,26.24,4283.69,1,0,1
31.33,65.05,42.33,1473.07,1,0,1
23.6,75.22,54.64,11.44,0,1,0
21.25,90.03,80.26,208.87,0,0,0
35.64,61.31,39.99,2442.66,1,0,1
27.59,70.52,50.95,0.0,0,1,0
23.61,77.97,60.3,22.33,0,1,0
24.15,82.02,56.34,0.0,0,1,0
25.69,73.04,52.42,1600.47,0,0,0
20.46,87.11,85.23,0.0,0,1,0
26.65,64.94,39.93,0.0,0,1,1
28.02,62.04,48.34,0.0,0,1,1
21.76,76.78,65.07,0.0,0,1,0
39.89,45.91,20.68,4738.45,1,0,1
19.89,91.4,83.41,0.0,0,1,0
22.11,71.54,72.4,7.48,0,1,0
30.93,53.17,42.28,3177.09,1,0,1
22.21,92.78,78.91,63.14,0,1,0
18.41,87.01,75.57,0.0,0,1,0
23.99,75.64,52.82,109.79,0,1,0
37.34,44.44,26.66,4277.76,1,0,1
30.0,71.59,63.65,748.09,1,0,0
32.65,59.79,42.06,3061.55,1,0,1
27.5,60.51,39.64,197.86,0,1,1
33.06,66.36,41.32,1830.43,1,0,1
33.0,56.5,36.66,1747.71,1,0,1
28.59,65.72,49.91,412.2,0,0,1
27.54,58.11,45.43,0.0,0,1,1
23.9,84.45,72.36,405.34,0,0,0
27.91,64.53,48.82,0.0,0,1,1
25.84,75.48,48.28,1750.7,0,0,1
41.35,42.83,28.33,4898.79,1,0,1
32.17,64.86,52.95,0.0,1,1,0
32.45,77.01,64.81,778.0,1,0,0
23.24,68.54,59.42,304.77,0,0,0
21.61,88.69,82.67,90.99,0,1,0
24.64,68.72,57.7,0.0,0,1,0
30.05,68.34,46.99,77.33,1,1,1
22.82,76.02,61.55,95.87,0,1,0
23.49,65.17,59.09,743.82,0,0,0
30.73,62.75,57.31,3003.15,1,0,0
26.24,87.34,49.74,101.43,0,1,1
19.93,88.14,86.14,0.0,0,1,0
34.76,60.8,31.07,1940.29,1,0,1
19.32,91.25,74.83,122.83,0,1,0
28.66,85.02,67.09,542.55,0,0,0
32.86,61.82,40.69,1694.48,1,0,1
29.86,59.49,40.3,2518.51,0,0,1
21.24,67.51,64.53,0.0,0,1,0
35.11,61.05,44.33,3494.56,1,0,1
33.5,52.16,45.7,3841.75,1,0,1
31.57,53.44,45.46,1174.07,1,0,1
33.72,52.73,47.62,3471.39,1,0,1
23.27,83.49,51.87,0.0,0,1,0
30.67,69.05,45.6,2018.34,1,0,1
24.77,64.23,55.72,1326.62,0,0,0
23.64,75.25,64.64,158.05,0,1,0
35.1,58.36,29.48,2632.34,1,0,1
25.37,73.57,74.27,145.67,0,1,0
23.29,84.98,51.12,2.04,0,1,0
22.15,78.01,46.56,223.17,0,0,1
32.74,78.06,66.99,471.67,1,0,0
24.36,72.47,61.65,0.0,0,1,0
24.63,73.74,83.8,529.2,0,0,0
28.03,67.74,47.31,0.0,0,1,1
25.78,76.84,54.9,0.0,0,1,0
39.65,50.63,23.12,4862.52,1,0,1
26.52,70.83,51.17,0.0,0,1,0
35.02,72.8,38.35,2587.97,1,0,1
23.66,81.81,52.5,0.0,0,1,0
19.19,92.76,76.37,22.87,0,1,0
35.36,69.63,35.55,2360.73,1,0,1
22.22,76.59,61.98,196.69,0,1,0
28.85,67.31,42.87,0.0,0,1,1
31.17,64.76,47.58,1834.78,1,0,1
41.0,47.15,21.61,5000.0,1,0,1
39.63,43.62,31.33,4471.8,1,0,1
38.43,51.72,31.97,4202.97,1,0,1
23.46,75.54,56.34,103.06,0,1,0
29.43,78.37,39.96,701.73,0,0,1
27.63,68.51,50.59,1781.85,0,0,0
18.94,85.75,79.26,115.24,0,1,0
28.48,67.83,43.3,108.02,0,1,1
31.31,60.95,30.95,2089.79,1,0,1
37.22,48.55,28.21,4498.66,1,0,1
20.52,92.34,91.59,216.64,0,0,0
22.63,75.36,55.81,0.0,0,1,0
23.18,82.6,50.29,0.0,0,1,0
22.28,80.85,59.4,0.0,0,1,0
25.56,59.45,46.0,0.0,0,1,1
19.3,82.67,52.93,0.0,0,1,0
19.12,87.94,77.1,0.0,0,1,0
21.27,75.93,61.36,0.0,0,1,0
36.97,45.32,27.53,4926.76,1,0,1
34.52,58.08,32.3,3683.87,1,0,1
31.66,63.89,39.49,2994.61,1,0,1
20.73,91.77,88.01,41.13,0,1,0
38.15,48.77,10.21,4837.53,1,0,1
17.28,90.5,81.61,38.62,0,1,0
32.75,58.49,40.2,3481.21,1,0,1
23.49,75.95,66.14,0.0,0,1,0
20.45,76.73,61.26,3.09,0,1,0
42.45,52.29,32.24,5000.0,1,0,1
30.02,70.65,61.79,664.09,1,0,0
26.97,81.69,74.67,390.31,0,0,0
30.12,69.73,34.92,715.28,1,0,1
31.9,65.01,50.51,2922.41,1,0,0
24.45,78.9,66.9,321.11,0,0,0
22.2,89.01,75.49,0.0,0,1,0
30.47,61.73,40.85,2650.95,1,0,1
33.47,49.04,32.69,2603.02,1,0,1
24.65,79.3,48.06,66.24,0,1,1
20.66,90.55,91.14,0.0,0,1,0
26.96,69.81,57.87,0.0,0,1,0
31.54,69.61,47.77,1564.8,1,0,1
17.14,88.43,82.43,90.94,0,1,0
20.63,92.14,78.61,78.75,0,1,0
23.78,81.74,51.02,17.36,0,1,0
29.97,67.66,48.73,3.47,0,1,1
28.4,68.83,50.61,47.92,0,1,0
23.85,59.54,40.12,0.0,0,1,1
27.4,80.38,64.36,433.81,0,0,0
37.22,44.82,25.98,4969.78,1,0,1
28.42,62.9,38.97,98.27,0,1,1
27.96,75.15,41.56,713.76,0,0,1
16.47,85.64,76.82,0.0,0,1,0
22.44,69.83,57.66,0.0,0,1,0
22.1,78.54,55.16,0.0,0,1,0
23.02,76.93,62.79,157.59,0,1,0
23.76,73.3,53.14,0.0,0,1,0
23.29,81.84,62.67,0.0,0,1,0
35.29,54.38,27.62,3691.34,1,0,1
36.11,48.66,31.13,3658.66,1,0,1
23.02,76.7,65.25,0.0,0,1,0
29.07,57.56,46.67,0.0,0,1,1
24.73,64.98,42.36,79.95,0,1,1
26.54,68.13,52.05,19.37,0,1,0
37.07,47.09,25.18,3820.31,1,0,1
35.46,60.15,20.11,3960.47,1,0,1
21.91,71.53,63.58,7.4,0,1,0
18.74,95.81,85.01,0.0,0,1,0
31.43,58.96,48.15,1530.1,1,0,1
32.35,62.74,38.21,3664.01,1,0,1
21.24,75.97,50.12,40.34,0,1,0
23.43,84.1,62.99,0.0,0,1,0
26.51,68.41,49.35,0.0,0,1,1
30.4,80.3,66.65,547.91,1,0,0
37.41,60.15,33.11,2085.04,1,0,1
39.64,43.51,27.91,4652.24,1,0,1
24.38,78.01,60.54,22.93,0,1,0
34.38,78.05,51.33,725.0,1,0,0
16.74,95.77,82.51,0.0,0,1,0
29.29,69.34,43.36,82.56,0,1,1
24.4,73.84,59.63,92.41,0,1,0
33.66,59.17,39.34,2616.86,1,0,1
22.51,92.11,82.0,60.68,0,1,0
31.38,73.96,63.72,899.93,1,0,0
23.69,82.06,50.81,34.18,0,1,0
24.54,75.66,45.51,187.47,0,1,1
31.89,77.32,68.13,667.56,1,0,0
31.18,63.32,40.23,0.0,1,1,1
28.51,71.39,45.6,1047.03,0,0,1
23.66,70.13,57.05,21.66,0,1,0
36.37,52.26,23.17,3907.9,1,0,1
26.72,64.41,42.38,0.0,0,1,1
34.39,50.41,45.46,2696.54,1,0,1
25.75,78.35,65.14,0.0,0,1,0
22.12,83.37,56.31,0.0,0,1,0
24.13,76.69,51.86,0.0,0,1,0
37.86,58.49,41.07,2528.41,1,0,1
28.86,64.68,49.31,91.75,0,1,1
22.79,85.28,79.92,270.0,0,0,0
38.9,44.6,24.44,4939.53,1,0,1
34.12,44.01,33.09,3000.53,1,0,1
41.61,54.64,35.97,4773.88,1,0,1
24.5,85.28,56.41,0.0,0,1,0
28.09,73.4,49.49,2201.81,0,0,1
24.43,81.77,51.41,0.0,0,1,0
33.12,62.93,44.94,2131.67,1,0,1
34.86,59.74,46.78,3662.47,1,0,1
41.35,46.51,25.81,4857.09,1,0,1
21.29,68.93,55.75,0.0,0,1,0
28.41,82.37,63.37,652.08,0,0,0
27.46,60.64,45.36,0.0,0,1,1
23.82,77.22,61.07,17.68,0,1,0
19.67,97.48,83.24,261.42,0,0,0
25.31,66.84,51.69,0.0,0,1,0
32.35,69.88,66.64,613.75,1,0,0
31.82,68.3,50.26,2958.21,1,0,0
33.86,56.24,24.73,2931.73,1,0,1
28.78,68.71,40.71,168.54,0,1,1
21.2,94.03,81.48,0.0,0,1,0
32.21,57.34,45.08,2989.66,1,0,1
35.34,54.04,39.2,2715.7,1,0,1
26.61,77.76,61.46,0.0,0,1,0
34.21,71.67,29.71,2218.6,1,0,1
23.53,76.61,63.88,72.0,0,1,0
23.81,82.98,50.5,145.15,0,1,0
27.54,69.38,52.08,0.0,0,1,0
27.24,67.91,45.69,33.86,0,1,1
19.06,92.81,83.74,0.0,0,1,0
29.84,71.93,38.17,74.38,0,1,1
39.12,42.77,31.05,4216.8,1,0,1
37.49,55.94,24.75,2458.93,1,0,1
32.93,60.41,41.28,814.72,1,0,1
27.24,65.05,42.79,116.14,0,1,1
28.07,72.65,48.49,0.0,0,1,1
21.85,86.01,87.65,5.02,0,1,0
28.74,67.86,43.12,0.0,0,1,1
33.51,63.76,36.26,3487.15,1,0,1
39.1,51.53,20.19,4178.08,1,0,1
35.27,62.06,34.3,2461.91,1,0,1
35.53,50.84,29.52,3580.69,1,0,1
27.35,61.99,37.63,1387.46,0,0,1
37.88,48.12,26.44,5000.0,1,0,1
30.08,59.88,44.89,1596.38,1,0,1
23.66,73.75,56.11,145.77,0,1,0
16.12,83.97,90.18,0.0,0,1,0
33.09,64.27,38.29,2922.19,1,0,1
30.44,66.43,49.19,2712.6,1,0,1
23.34,78.28,59.03,46.44,0,1,0
38.04,47.6,25.69,3944.61,1,0,1
18.89,90.33,82.95,0.0,0,1,0
23.95,77.04,60.35,0.0,0,1,0
24.56,76.7,55.26,40.95,0,1,0
18.99,85.41,83.93,0.0,0,1,0
35.65,63.83,38.44,2497.25,1,0,1
28.6,65.3,47.89,11.68,0,1,1
34.7,61.25,34.72,3465.99,1,0,1
32.14,66.37,43.79,2033.44,1,0,1
20.85,90.83,87.63,0.07,0,1,0
26.63,71.18,56.05,120.63,0,1,0
24.47,71.66,50.56,452.52,0,0,0
24.71,81.66,52.24,0.0,0,1,0
32.32,68.22,41.3,1940.73,1,0,1
22.72,77.2,67.07,132.07,0,1,0
35.36,59.74,37.1,2274.4,1,0,1
23.33,74.48,66.17,104.03,0,1,0
20.02,95.22,85.08,50.62,0,1,0
23.9,72.46,46.7,85.55,0,1,1
26.11,72.11,65.49,523.14,0,0,0
28.58,65.84,38.98,5.1,0,1,1
37.32,51.81,35.64,3502.62,1,0,1
38.08,50.68,28.13,4263.33,1,0,1
23.21,87.07,55.89,0.0,0,1,0
30.04,68.58,46.92,2339.03,1,0,1
23.88,82.82,45.83,177.09,0,1,1
27.58,80.22,57.37,1.1,0,1,0
28.27,53.14,44.23,1415.97,0,0,1
41.42,50.15,27.58,4897.54,1,0,1
26.5,64.14,49.44,0.0,0,1,1
38.67,52.86,28.17,3937.8,1,0,1
30.72,67.77,43.72,1645.8,1,0,1
24.46,72.91,61.64,0.0,0,1,0
22.85,78.45,58.18,26.22,0,1,0
21.17,76.85,50.57,12.66,0,1,0
27.02,74.27,40.81,39.94,0,1,1
19.37,94.87,89.28,0.0,0,1,0
22.82,73.32,50.32,0.0,0,1,0
23.68,81.96,67.53,45.97,0,1,0
25.31,76.28,53.58,245.46,0,0,0
25.6,65.19,43.58,71.54,0,1,1
35.94,56.68,33.33,3526.37,1,0,1
23.78,89.43,88.31,0.0,0,1,0
30.98,62.71,43.71,2845.51,1,0,1
23.59,76.5,61.19,183.37,0,1,0
35.94,55.19,26.99,3291.12,1,0,1
19.9,90.3,80.19,113.98,0,1,0
26.55,63.98,43.11,152.1,0,1,1
31.37,66.36,46.06,0.0,1,1,1
20.0,88.33,86.73,0.0,0,1,0
28.88,58.56,43.76,183.34,0,1,1
24.21,76.69,47.84,266.83,0,0,1
30.46,63.53,46.97,1670.46,1,0,1
30.63,67.7,41.35,555.95,1,0,1
23.36,83.8,53.39,0.0,0,1,0
28.14,66.61,40.02,0.0,0,1,1
31.29,63.61,49.9,2606.96,1,0,1
40.4,46.19,31.18,4647.29,1,0,1
25.78,82.15,58.12,10.35,0,1,0
18.65,92.54,87.92,94.27,0,1,0
24.51,78.02,57.95,29.82,0,1,0
35.47,56.0,31.62,2018.05,1,0,1
25.34,78.15,61.52,6.34,0,1,0
30.3,74.13,40.02,1023.8,1,0,1
20.86,93.97,85.91,0.0,0,1,0
19.85,93.96,88.02,6.68,0,1,0
38.3,53.57,35.1,3912.77,1,0,1
30.22,67.26,27.31,1774.02,1,0,1
22.44,78.38,57.18,0.0,0,1,0
25.99,54.42,43.73,128.9,0,1,1
28.81,64.93,50.61,2392.15,0,0,0
18.63,88.99,84.65,29.49,0,1,0
27.47,63.33,47.68,0.0,0,1,1
19.0,89.63,89.76,61.12,0,1,0
31.71,64.59,40.24,1428.09,1,0,1
36.84,59.88,46.18,3771.86,1,0,1
33.38,53.17,42.39,2214.97,1,0,1
27.38,69.69,47.62,0.0,0,1,1
24.81,79.95,56.39,1.97,0,1,0
18.74,82.53,82.45,0.0,0,1,0
22.37,97.78,86.28,160.89,0,1,0
32.26,60.88,39.47,3128.32,1,0,1
28.26,74.09,47.89,34.46,0,1,1
39.3,42.72,30.59,4944.2,1,0,1
23.06,75.3,61.63,36.98,0,1,0
29.15,53.79,48.67,2724.06,0,0,1
26.36,69.49,56.42,789.55,0,0,0
33.18,53.26,52.13,3604.44,1,0,0
27.77,72.03,50.68,1348.57,0,0,0
20.54,86.8,76.27,0.0,0,1,0
29.41,67.15,44.81,0.0,0,1,1
24.05,79.55,49.37,7.85,0,1,1
28.76,63.54,44.82,84.52,0,1,1
22.57,83.54,87.31,111.39,0,1,0
34.65,63.59,29.07,3119.1,1,0,1
25.59,79.23,63.54,0.0,0,1,0
36.71,49.33,36.24,3331.31,1,0,1
30.56,71.58,56.71,2080.0,1,0,0
37.68,49.8,29.41,5000.0,1,0,1
21.07,88.45,80.28,161.26,0,1,0
26.16,74.84,56.68,39.58,0,1,0
20.6,87.76,77.56,0.0,0,1,0
21.76,72.51,50.4,92.18,0,1,0
27.28,62.24,51.85,266.24,0,0,0
20.86,72.57,45.31,168.14,0,1,1
33.04,50.69,42.8,3625.43,1,0,1
21.41,94.3,83.17,87.89,0,1,0
25.27,70.94,41.23,0.0,0,1,1
35.53,46.72,29.0,3791.46,1,0,1
34.13,68.13,44.3,2286.93,1,0,1
22.98,86.94,54.57,180.17,0,1,0
21.87,93.52,87.66,0.0,0,1,0
19.93,89.77,84.83,0.0,0,1,0
34.1,61.44,43.83,1060.47,1,0,1
20.41,96.72,82.28,268.68,0,0,0
38.96,44.45,30.42,4954.8,1,0,1
27.81,69.59,53.56,0.0,0,1,0
29.97,57.74,46.24,1884.5,0,0,1
22.72,88.76,48.79,41.21,0,1,1
24.01,85.9,58.92,141.93,0,1,0
26.59,66.56,43.31,60.65,0,1,1
25.84,82.52,77.63,255.19,0,0,0
30.47,65.74,49.98,2648.47,1,0,1
36.38,58.78,31.57,2515.62,1,0,1
30.41,81.47,68.6,806.61,1,0,0
28.94,75.1,68.06,781.11,0,0,0
23.04,82.57,55.34,55.68,0,1,0
27.33,55.16,42.23,0.0,0,1,1
30.8,60.21,39.83,1851.87,1,0,1
25.53,78.09,69.98,142.63,0,1,0
22.22,95.06,90.65,22.05,0,1,0
25.34,76.82,50.57,0.0,0,1,0
24.83,76.24,44.84,724.22,0,0,1
26.49,58.63,43.86,0.0,0,1,1
38.23,53.07,30.17,4303.3,1,0,1
31.07,62.97,43.87,3270.87,1,0,1
32.28,62.47,47.42,2479.63,1,0,1
25.45,67.62,41.21,0.0,0,1,1
25.3,84.31,55.0,0.0,0,1,0
33.63,77.57,69.23,816.03,1,0,0
25.53,79.21,54.43,0.0,0,1,0
27.46,76.5,38.94,397.23,0,0,1
22.45,73.32,58.39,0.0,0,1,0
22.19,87.34,49.93,151.6,0,1,1
31.44,59.62,44.78,3106.69,1,0,1
29.48,76.83,66.92,805.53,0,0,0
24.0,76.02,62.87,0.0,0,1,0
23.58,85.98,83.23,541.15,0,0,0
20.67,90.6,83.39,0.0,0,1,0
32.68,55.61,31.92,2966.76,1,0,1
29.38,62.38,40.01,175.09,0,1,1
29.27,67.29,46.08,2042.37,0,0,1
19.49,92.73,78.22,0.0,0,1,0
28.32,81.01,55.12,512.26,0,0,0
23.63,79.1,53.24,31.96,0,1,0
20.31,83.96,87.01,0.0,0,1,0
22.58,85.68,49.84,47.58,0,1,1
22.98,84.46,85.84,200.36,0,0,0
30.17,71.79,47.59,1248.31,1,0,1
38.28,50.53,30.83,4689.22,1,0,1
31.88,54.85,36.02,1781.35,1,0,1
37.29,61.95,38.02,2505.76,1,0,1
40.69,43.0,18.18,4940.46,1,0,1
24.78,81.33,64.59,0.0,0,1,0
22.19,82.17,54.58,63.81,0,1,0
20.35,91.13,80.94,5.33,0,1,0
31.18,61.7,46.76,939.91,1,0,1
28.41,66.44,54.1,1429.67,0,0,0
35.16,52.77,37.83,2517.3,1,0,1
31.21,65.62,41.07,1738.5,1,0,1
31.21,61.94,29.0,1091.21,1,0,1
24.99,71.94,58.75,124.69,0,1,0
23.98,88.51,54.88,0.0,0,1,0
29.47,58.38,35.97,1158.38,0,0,1
33.64,61.44,38.38,3373.74,1,0,1
34.6,56.08,37.32,2717.0,1,0,1
35.91,55.92,34.6,3123.52,1,0,1
26.14,67.98,50.39,0.0,0,1,0
27.27,63.05,39.49,0.0,0,1,1
27.52,65.98,41.02,0.0,0,1,1
31.27,73.86,46.26,2029.3,1,0,1
31.08,61.64,44.09,0.0,1,1,1
17.39,95.76,79.78,0.0,0,1,0
27.52,81.73,49.28,863.95,0,0,1
25.12,76.71,46.92,53.29,0,1,1
22.82,82.9,63.48,0.0,0,1,0
22.23,68.37,62.57,26.13,0,1,0
29.72,64.83,41.47,0.0,0,1,1
30.15,77.81,64.83,552.95,1,0,0
26.54,78.42,56.11,770.15,0,0,0
28.66,80.14,76.64,402.06,0,0,0
26.16,59.37,49.03,52.99,0,1,1
32.5,64.93,36.57,2009.73,1,0,1
22.1,92.53,85.49,0.0,0,1,0
29.73,57.16,47.86,3133.55,0,0,1
33.32,58.41,29.25,3148.77,1,0,1
28.66,62.2,47.09,1779.68,0,0,1
31.31,56.12,39.27,1667.78,1,0,1
19.9,93.46,78.66,97.02,0,1,0
38.72,45.85,26.01,5000.0,1,0,1
40.44,53.31,27.17,4389.39,1,0,1
34.39,71.66,37.36,1135.35,1,0,1
33.23,55.05,36.49,3368.84,1,0,1
21.19,91.51,89.65,0.0,0,1,0
32.41,63.02,39.69,3120.47,1,0,1
24.83,78.25,73.28,180.77,0,1,0
24.54,71.93,51.6,0.0,0,1,0
31.27,61.1,39.68,162.82,1,1,1
20.46,90.85,82.68,0.0,0,1,0
31.89,61.58,32.92,1270.81,1,0,1
26.33,63.08,53.02,564.81,0,0,0
20.76,91.32,84.49,245.86,0,0,0
20.22,95.72,83.98,6.96,0,1,0
21.18,80.75,64.9,69.85,0,1,0
24.53,69.46,64.27,929.04,0,0,0
20.9,74.44,51.69,16.05,0,1,0
24.52,79.77,61.82,233.62,0,0,0
35.21,66.55,34.79,2270.36,1,0,1
20.18,91.6,87.17,8.66,0,1,0
33.63,63.3,44.92,2719.5,1,0,1
25.98,62.37,44.0,22.11,0,1,1
33.78,63.46,40.4,1887.28,1,0,1
37.3,56.01,38.26,3725.95,1,0,1
27.98,69.54,52.4,1159.93,0,0,0
20.06,89.16,82.54,69.0,0,1,0
23.93,84.84,50.44,13.8,0,1,0
28.52,71.38,58.46,755.8,0,0,0
21.72,88.81,88.37,154.5,0,1,0
27.93,56.85,49.76,1792.17,0,0,1
26.66,67.64,45.58,160.49,0,1,1
21.64,75.14,61.46,133.36,0,1,0
19.8,89.92,85.97,138.44,0,1,0
38.77,51.9,29.02,4591.3,1,0,1
21.98,81.29,75.53,40.42,0,1,0
25.83,86.08,60.57,0.0,0,1,0
33.05,62.97,42.85,2666.05,1,0,1
22.11,74.71,54.71,0.79,0,1,0
34.0,59.87,37.98,2548.47,1,0,1
23.81,83.27,48.59,128.18,0,1,1
33.74,66.52,44.84,1973.24,1,0,1
36.89,53.1,28.65,3980.35,1,0,1
34.51,57.21,26.35,2247.47,1,0,1
29.16,62.38,55.77,1441.06,0,0,0
32.97,53.19,38.17,2431.96,1,0,1
41.51,41.38,22.02,5000.0,1,0,1
22.06,69.93,74.25,0.0,0,1,0
41.58,48.65,34.1,4690.37,1,0,1
25.34,63.98,45.7,0.0,0,1,1
24.71,78.04,51.53,25.8,0,1,0
33.27,58.67,39.35,3295.12,1,0,1
31.78,63.87,45.54,3231.8,1,0,1
27.71,69.84,48.98,0.0,0,1,1
20.81,94.09,81.62,0.0,0,1,0
23.24,82.58,49.72,0.0,0,1,1
21.89,83.91,88.23,0.0,0,1,0
